Supplier,Category,Product Type,Product,Weight,Pallet Count,Price,Product Info for Website,Photo
ADM,Equine,Grains,EquiGLO (milled flax),50 lb,40,$59.95
ADM,Equine,Grains,EquiGLO (milled flax),10 kg,56,$27.95
ADM,Equine,Misc.,MoorGLO,40 lb,50,$35.95
ADM,Equine,Minerals / Supplements,QuadBLOCK mineral,25 lb,80,$33.50
